Ligand	Receptor
Lama1	L1cam
Lama1	App
Lama2	Dag1
Lama2	Dag1
Lama2	Dag1
Lama2	Dag1
Lama3	Col17a1
Lama3	Itgb4
Lama3	Sdc2
Lama3	Agrn
Lama3	Itga3
Lama3	Gml
Lama3	Gml2
Lama3	Itga6
Lama4	Ptn
Lama4	Ptn
Lama4	Ptn
Lama4	Ptn
Lama4	Bcam
Lama5	Bcam
Lama5	Bcam
Lama5	Lama5
Lama5	Sv2a
Lama5	Dag1
Lamb1	Bcam
Lamb1	Agrn
Lamb1	Ache
Lamb1	Dag1
Lamb1	L1cam
Lamb1	Cacna1a
Lamb1	Cacna1a
Lamb1	Cacna1a
Lamb1	Cacna1a
Lamb1	Itga1
Lamb1	Dmd
Lamb1	Antxr2
Lamb1	Itga7
Lamb1	Lama5
Lamb1	Itga3
Lamb2	Lama5
Lamb2	Itga6
Lamb2	Plaur
Lamb2	Gml
Lamb2	Gml2
Lamb2	Itga7
Lamb2	Itgb4
Lamb2	Itga3
Lamb2	Agrn
Lamc1	Itga6
Lamc1	Dmd
Lamc1	Itgb4
Lamc1	L1cam
Lamc1	Itgb1
Lamc1	Lama5
Lamc1	Lama5
Lamc1	Lama5
Lamc1	Lama5
Lamc1	Lama5
Lamc1	Itga3
Lamc1	App
Lamc1	Antxr2
Lamc1	Dag1
Lamc1	Agrn
Lamc1	Itgav
Lamc1	Lgr4
Lamc1	Itga7
Lamc1	Itga1
Lamc2	Itga6
Lamc2	Lama5
Lamc2	Itga3
Lamc2	Col17a1
Lbp	Cd14
Lbp	Cd14
Lcat	Apoe
Lcn2	Itga9
Lcn2	Slc22a17
Lcn2	Slc22a17
Lect2	Met
Lefty2	Acvr1b
Lefty1	Acvr1b
Lefty2	Cfc1
Lefty1	Cfc1
Lefty2	Acvr2b
Lefty1	Acvr2b
Lefty2	Acvr1c
Lefty1	Acvr1c
Lefty2	Tdgf1
Lefty1	Tdgf1
Lep	Lepr
Lep	Lepr
Lep	Pparg
Lep	Lepr
Lep	Rxra
Lep	Irs1
Lep	Siglech
Lep	Siglecf
Lep	Cd33
Lep	Siglech
Lep	Siglecf
Lep	Cd33
Lepr	Lepr
Lepr	Lepr
Lepr	Lepr
Lepr	Lepr
Lepr	Lepr
Lepr	Lepr
Lepr	Lepr
Lfng	Notch1
Lfng	Notch1
Lgals1	Vcam1
Lgals1	Egfr
Lgals1	Fzd10
Lgals1	Muc16
Lgals1	Nlgn3
Lgals1	Ptpra
Lgals1	Spn
Lgals1	Spn
Lgals1	Ptprc
Lgals1	Ptprc
Lgals1	Spn
Lgals1	Ptprc
Lgals1	Spn
Lgals1	Rab5c
Lgals1	Lamp1
Lgals1	Ptger3
Lgals1	Ereg
Lgals1	Anxa2
Lgals1	Cd4
Lgals1	Cdc42
Lgals1	Fas
Lgals1	Fas
Lgals1	Cdc42
Lgals1	Phb2
Lgals1	Atp6ap2
Lgals1	Cd4
Lgals1	Cd4
Lgals1	Ptprb
Lgals1	Cd4
Lgals1	Ptprb
Lgals1	Susd2
Lgals1	Susd2
Lgals1	Susd2
Lgals1	Susd2
Lgals1	Susd2
Lgals1	Lgals3bp
Lgals1	Flt1
Lgals1	Flt1
Lgals1	Alcam
Lgals1	Il7r
Lgals3	Adcy9
Lgals3	Mfap3
Lgals3	Cd63
Lgals3	Fcgr2b
Lgals3	Fcgr3
Lgals3	Itgb1
Lgals3	Itgb1
Lgals3	Ncstn
Lgals3	Lamp1
Lgals3	Atp2b4
Lgals3	Podxl
Lgals3	Sdk1
Lgals3	Slc12a6
Lgals3	Gm21985
Lgals3	Mill1
Lgals3	Mill2
Lgals3	Mill1
Lgals3	Mill2
Lgals3	Alcam
Lgals3	Flt4
Lgals3	Itgb1
Lgals3	Fcgr2b
Lgals3	Fcgr3
Lgals3	Slc3a2
Lgals3	Ptprc
Lgals3	Tfrc
Lgals3	Tfrc
Lgals3	Alcam
Lgals3	Sdk2
Lgals3	App
Lgals3	Adcy3
Lgals3	Gpr55
Lgals3	Bsg
Lgals3	Ece1
Lgals3	Cacng5
Lgals3	Fcgr2b
Lgals3	Fcgr3
Lgals3	Clec7a
Lgals3	Cd6
Lgals3	Egfr
Lgals3	Abcb1a
Lgals3	Abcb1b
Lgals3	Gpr35
Lgals3	Gpr52
Lgals3	Lpar1
Lgals3	Atp1a1
Lgals3	Slc1a5
Lgals3	Htr2c
Lgals3	Il31ra
Lgals3	Egfr
Lgals3	Egfr
Lgals3	Egfr
Lgals3	Itga2
Lgals3	Cd109
Lgals3	Slc4a7
Lgals3	Itga1
Lgals3	Ptprj
Lgals3	Cspg4
Lgals3	Lpar2
Lgals3	Cspg4
Lgals3	Spn
Lgals3	Spn
Lgals3	Cspg4
Lgals3	Slc17a5
Lgals3	Fas
Lgals3	Cubn
Lgals3	Ptpro
Lgals3	Kras
Lgals3	Kras
Lgals3	Fas
Lgals3	Cadm1
Lgals3	P2ry12
Lgals3	Rtn4rl2
Lgals3	Cftr
Lgals3	Enpp4
Lgals3	Slc1a3
Lgals3	Gm49368
Lgals3	Itgam
Lgals3	Lgals3bp
Lgals3	Lgals3bp
Lgals3	Lgals3bp
Lgals3bp	Lgals3bp
Lgals3bp	Itga6
Lgals3bp	Cd209a
Lgals3bp	Cd209e
Lgals3bp	Cd209d
Lgals3bp	Cd209b
Lgals3bp	Cd209c
Lgals3bp	Lgals3bp
Lgals3bp	Prss21
Lgals3bp	Trim27
Lgals3bp	Itgb1
Lgals3bp	Cul5
Lgals3bp	Cd14
Lgals3bp	Itgb1
Lgals3bp	Cd9
Lgals3bp	Vcl
Lgals3bp	Vcl
Lgals3bp	Sele
Lgals3bp	Hspa1b
Lgals3bp	Hspa1a
Lgals3bp	Irs4
Lgals3bp	Ntrk1
Lgals3bp	Myof
Lgals3bp	Grb2
Lgals3bp	Phb2
Lgals3bp	Cd82
Lgals3bp	Phb2
Lgals3bp	Phb2
Lgals3bp	Phb2
Lgals3bp	Itga5
Lgals3bp	Erbb3
Lgals3bp	Shc1
Lgals3bp	Atp4a
Lgi1	Adam22
Lgi1	Adam22
Lgi1	Dlg4
Lgi1	Rtn4r
Lgi1	Adam23
Lgi1	Adam22
Lgmn	Cubn
Lgmn	H2-Ab1
Lgmn	Tlr9
Lgmn	Cd74
Lgmn	H2-Eb2
Lif	Il6st
Lif	Il6st
Lif	Lifr
Lif	Lifr
Lif	Lifr
Lif	Lifr
Lifr	Ptpn6
Lifr	Il31ra
Lime1	Grb2
Lime1	Ide
Lin7c	Kcnj4
Lin7c	Htr2c
Lin7c	Htr2c
Lin7c	Mpdz
Lin7c	Cftr
Lin7c	Lin7b
Lin7c	Mpp5
Lin7c	Slc20a1
Lipc	Apoe
Lipf	Psen2
Lipf	Atp4a
Lipg	Ptprs
Lipg	Nrp1
Lipg	Canx
Lipg	Sdc2
Liph	Flt4
Liph	Cercam
Liph	Frem2
Liph	Lrp5
Liph	Fat1
Lox	Serpine1
Lox	Fbln5
Lox	Efemp2
Loxl2	Il12rb1
Loxl2	Tinagl1
Loxl2	Lrp1
Loxl2	Plaur
Loxl3	Ltbp1
Gm6619	Fbln5
5430401F13Rik	Fbln5
Gm6619	Fbln5
5430401F13Rik	Fbln5
Lpl	Apoe
Lpl	Gpihbp1
Lpl	Gpihbp1
Lpl	Gpihbp1
Lpl	Rxra
Lpl	Gpc1
Lpl	Vldlr
Lpl	Sdc2
Lpl	Sdc4
Lpl	Sort1
Lpl	Sort1
Lpl	Sdc1
Lpl	Sort1
Lpl	Lpl
Lpl	Lrp1
Lpl	Lrp1
Lpl	Lpl
Lpl	Agrn
Lpl	Lpl
Lpl	Gpc2
Lpl	Gm43720
Lrch3	Crlf3
Lrch3	Coro1c
Lrch3	Pard6b
Lrch3	Basp1
Lrg1	Tgfbr1
Lrg1	Tgfbr1
Lrg1	Tgfbr1
Lrp1b	Plaur
Lrp1b	Serpine1
Lrp1b	Lrpap1
Lrp1b	Olfm3
Lrpap1	Sort1
Lrpap1	Sort1
Lrpap1	Ldlr
Lrpap1	Sort1
Lrpap1	Ldlr
Lrpap1	Lrp8
Lrpap1	Lrp8
Lrpap1	Sort1
Lrpap1	Lrp8
Lrpap1	Lrp8
Lrpap1	Vldlr
Lrpap1	Lrp1
Lrpap1	Lrp1
Lrpap1	Lrp1
Lrpap1	Lrp1
Lrpap1	Lrp1
Lrpap1	Lrp1b
Lrpap1	Rock2
Lrpap1	Lrp1b
Lta	Tnfrsf1b
Lta	Tnfrsf1b
Lta	Tnfrsf1b
Lta	Tnfrsf14
Lta	Tnfrsf14
Lta	Tnfrsf14
Lta	Tnfrsf1a
Lta	Tnfrsf1a
Lta	Tnfrsf1a
Ltbp1	Ltbp1
Ltbp4	Cacna1a
Ltbp4	Cacna1a
Ltbp4	Cacna1a
Ltf	Apcdd1
Ltf	Lrp1
Ltf	Itln1
Ltf	Gm9733
Ltf	Sirpb1a
Ltf	Sirpb1b
Ltf	Sirpb1c
Ltf	Gm5150
Ltf	Sirpa
Ltf	Cd14
Ltf	Cd14
Lum	Itgb1
Lum	Rhoa
Ly86	App
Ly86	Ly96
Ly86	Ly96
Ly86	Ly96
Ly86	Ly96
Ly86	Ly96
Ly86	Cd14
Ly96	Tlr4
Ly96	Ly96
Ly96	Ly96
Ly96	Irak1
Lypd3	Ptpn1
Lypd3	Nr2f2
Lypd3	Erbb2
Lypd3	Lmbr1
Lypd3	Flvcr1
Lypd3	Atp2b4
Lypd3	Lpar1
Lypd3	Ptprj
Lypd3	Ptprj
Lypd3	Agr2
Lypd6	Celsr2
Lypd6	Fzd2
Lypd6	Ptpn1
Lypd6	Plxnb2
Lyz2	Crk
Lyz1	Crk
Madcam1	Itgb7
Madcam1	Itgb7
Madcam1	Madcam1
Madcam1	Madcam1
Masp1	Fcnb
Masp1	Fcnb
Masp2	Fcnb
Matn1	Itga1
Matn1	Itga1
Matn2	Cacna1a
Mbl2	Ly96
Mdk	Notch1
Mdk	Ncam1
Mdk	Sdc4
Megf6	Egfr
Megf6	Egfr
Megf6	Cacna1a
Megf6	Cacna1a
Megf6	Cacna1a
Mepe	Crk
Mepe	Src
Mepe	Grb2
Mepe	Fyn
Met	Fas
Met	Ptprj
Met	Ptprc
Met	Ptprj
Met	Ptprj
Met	Plxna2
Met	Rhoa
Met	Grb2
Met	Fgr
Met	Itgb4
Met	Egfr
Met	Egfr
Met	Ptpn1
Met	Egfr
Met	Tec
Met	Met
Met	Met
Met	Ptpn1
Met	Egfr
Met	Egfr
Met	Ptpn1
Met	Shc1
Met	Egfr
Met	Ptpn1
Met	Met
Met	Met
Met	Muc20
Met	Met
Met	Crk
Met	Cnr1
Met	Plxnb1
Met	Plxnb1
Met	Plxnb1
Met	Plxnb1
Met	Plxnb1
Met	Plxnb1
Met	Met
Met	Blk
Met	Grb14
Met	Btk
Met	Plxna1
Met	Nrp1
Met	Gng12
Met	Plxnb2
Met	Plxnb2
Met	Ptpn2
Met	Rnd1
Met	Rras
Met	Crk
Met	Cdh1
Met	Cdh1
Mfap2	Serpine1
Mfap2	Efemp1
Mfap2	Efemp2
Mfap2	Mfap3
Mfng	Notch1
Mia2	Adgrg5
Mia2	Srprb
Mia2	Gpr21
Mia2	Gprc5c
Mia2	Grb2
Mia2	Ide
Mia2	Ano6
Mia2	Lpar1
Mif	Cd74
Mif	Cd74
Mif	Vcam1
Mif	Tnfrsf14
Mif	Tnfrsf14
Mif	Cd74
Mif	Cd74
Mif	Egfr
Mif	Park7
Mif	Egfr
Mif	Ykt6
Mif	Cd74
Mif	Cd74
Minpp1	Cd274
Mmp1b	Bsg
Mmp1a	Bsg
Mmp1b	Bsg
Mmp1a	Bsg
Mmp12	Plaur
Mmp13	Lrp1
Mmp14	Fgfr4
Mmp17	Lrp1
Mmp2	Fgfr1
Mmp2	Mmp25
Mmp2	Ephb2
Mmp2	Igf2
Mmp3	Serpine1
Mmp3	Ltbp1
Mmp3	Ptprs
Mmp3	Egfr
Mmp3	Cdh1
Mmp3	Hbegf
Mmp3	Apoe
Mmp7	Hbegf
Mmp7	Cdh1
Mmp9	Cd44
Mmp9	Ephb2
Mmp9	Reck
Mmp9	Cdh1
Mmp9	Cd44
Mmp9	Btc
Mmp9	Mep1b
Mmrn1	Apoe
Mmrn1	Igsf8
Mpped1	Nr2f2
Mpped1	Nr2f1
Mpped1	Phka2
Mpped1	Nr2f1
Mpped1	Nr2f6
Mpped1	Nr2f6
Mr1	Il17rc
Msln	Muc16
Msmb	App
Msra	Drd2
Mst1	Mst1r
Mst1	Mst1r
Mst1	Mst1r
Mst1	Scrib
Mst1	Scrib
Mst1	Mst1r
Mst1	St14
Mstn	Acvr1b
Mstn	Tgfbr1
Muc20	Muc20
Muc20	Cercam
Muc4	Erbb2
Myoc	Olfm3
Myoc	Olfm3
Myoc	Ece1
Myoc	Cap1
Myoc	Lama5
Myoc	Lama5
Myoc	Olfm3
Nampt	Akt2
Nampt	Akt2
Nampt	Ggt1
Nampt	Ggt1
Nampt	Cul5
Nampt	Insr
Nampt	Ifitm2
Nampt	Ifitm1
Nampt	Ifitm3
Nampt	Ifitm6
Nampt	Ifitm7
Nampt	Ifitm2
Nampt	Ifitm1
Nampt	Ifitm3
Nampt	Ifitm6
Nampt	Ifitm7
Nampt	Cd81
Nampt	Ifitm2
Nampt	Ifitm1
Nampt	Ifitm3
Nampt	Ifitm6
Nampt	Ifitm7
Nampt	Ifitm2
Nampt	Ifitm1
Nampt	Ifitm3
Nampt	Ifitm6
Nampt	Ifitm7
Nampt	Il13ra2
Ncam1	Gfra1
Ncam1	Ncstn
Ncam1	Fgfr1
Ncam1	Ncam1
Ncam1	Ncam1
Ncam1	L1cam
Ncam1	Ncam1
Ncam1	Egfr
Ncan	Gpc1
Ncan	Ptn
Ncan	Sdc4
Ncan	Ncam1
Ncan	Sdc2
Ncan	L1cam
Ncan	L1cam
Ncan	Gpc5
Ncan	Cntn2
Ncan	Gpc4
Nectin1	Cdh1
Nectin1	Nectin1
Nectin1	Nectin1
Nectin1	Pvr
Nectin1	Pvr
Nectin1	Nectin1
Nectin1	Nectin1
Nectin1	Nectin1
Nectin1	Nectin1
Nectin1	Nectin1
Nectin1	Cadm3
Nectin1	Fgfr2
Nectin1	Nectin4
Nectin1	Fgfr3
Nectin1	Nectin4
Nectin1	Nectin4
Nectin1	Nectin4
Nectin1	Nectin4
Nectin1	Nectin3
Nectin1	Nectin4
Nectin1	Fgfr1
Nectin1	Nectin3
Nectin1	Nectin3
Nectin1	Nectin3
Nectin1	Nectin3
Nectin1	Nectin3
Nell1	Cacna1a
Nell1	Cacna1a
Nell1	Ltbp4
Nell1	Egfr
Nell2	Ltbp4
Nell2	Prkar1a
Nell2	Prkar1a
Nell2	Cacna1a
Nell2	Cacna1a
Nell2	Robo3
Nell2	Robo3
Nenf	Cdh2
Nenf	Sptbn1
Ngf	Ngfr
Ngf	Ngfr
Ngf	Ngfr
Ngf	Ngfr
Ngf	Ngfr
Ngf	Ngfr
Ngf	Ngfr
Ngf	Ngfr
Ngf	Ngfr
Ngf	Ngfr
Ngf	Sort1
Ngf	Rit1
Ngf	Ap2a2
Ngf	Sort1
Ngf	Kras
Ngf	Ntrk1
Ngf	Ap2m1
Ngrn	Ppan
Nid1	Col13a1
Nid1	Lama5
Nid1	App
Nid1	Plxdc1
Nid1	Lgals3bp
Nid2	Col13a1
Nid2	Col13a1
Nid2	Lama5
Nit2	Park7
Nlgn1	Nrxn3
Nlgn1	Nrxn1
Nlgn1	Nrxn1
Nlgn1	Nlgn3
Nlgn2	Nrxn1
Nlgn3	Nrxn3
Nlgn3	Tgfbr1
Nlgn3	Nlgn1
Nlgn3	Nlgn2
Nlgn3	Nrxn1
Nlgn3	Nrxn1
Nmb	Nmbr
Nmb	Agtr2
Nmb	Ghsr
Nmb	Adra1b
Nmb	Ltb4r2
Nmb	Gpr68
Nmb	Npffr1
Nmb	Trhr
Nmb	Tbxa2r
Nmb	Nmbr
Nmb	Lpar6
Nmb	Ptgfr
Nmb	Grm8
Nmb	Grm7
Nmb	Hrh1
Nmb	Ffar2
Nmb	P2ry6
Nmb	Ntsr1
Nmb	Ptafr
Nmb	App
Nmb	Cckbr
Nmb	Chrm1
Nmb	Ffar1
Nmb	Ednrb
Nmb	Tacr2
Nmb	F2rl1
Nmb	Htr2b
Nmb	Nmbr
Nmb	Grm1
Nmb	Ednra
Nmb	Cysltr1
Nmb	Casr
Nmb	Npsr1
Nmb	F2
Nmb	Arhgef25
Nmb	Kiss1r
Nmb	Gpr4
Nmb	Mchr1
Nmb	Ptger1
Nmb	F2r
Nmb	Gcgr
Nmb	Adra1d
Nmb	P2ry10
Nmb	Hcrtr2
Nmb	Gpr65
Nmb	Tacr3
Nmb	Lpar2
Nmb	Grpr
Nmb	Gpr17
Nmb	Agtr1a
Nmb	Agtr1b
Nmb	Grm2
Nmb	Fpr3
Nmb	Fpr2
Nmb	Cckar
Nmb	Oxtr
Nmb	Opn4
Nmb	Npffr2
Nmb	Lpar4
Nmb	Avpr1b
Nmb	Htr2c
Nmb	Ffar3
Nmb	Grk5
Nmb	Grm6
Nmb	Bdkrb1
Nmb	Chrm5
Nmb	F2rl2
Nmb	Gprc6a
Nmb	Hcrtr1
Nmb	Tacr1
Nmb	Prokr2
Nmb	Nmur1
Nmb	P2ry2
Nmb	Lpar3
Nmb	Grm4
Nmb	Bdkrb2
Nmb	Lpar1
Nmb	Grm3
Nmb	Htr2a
Nmb	Gna11
Nmb	Ntsr2
Nmb	F2rl3
Nmb	Lpar5
Nmb	Adra1a
Nme1	Rora
Nme1	Tiam1
Nme1	Rrad
Nme1	Tiam1
Nme1	Rrad
Nme1	Rorb
Nme2	Eno2
Nme2	Htr1b
Nme2	Htr1b
Nme2	Htr1b
Nme2	Rora
Nme2	Pgrmc1
Nme2	Pgrmc1
Nme2	Rab5a
Nme2	App
Nme2	Rorb
Nme2	Tbxa2r
Nme2	Tbxa2r
Nme2	Tbxa2r
Nme3	App
Nme3	App
Nme3	Htr2a
Nme3	Htr2a
Nms	S1pr4
Nms	Fpr-rs4
Nms	Fpr-rs7
Nms	Fpr-rs6
Nms	Fpr-rs3
Nms	Bdkrb1
Nms	App
Nmu	Grm4
Nmu	Ccr8
Nmu	Npffr2
Nmu	F2rl3
Nmu	F2
Nmu	Rxfp4
Nmu	P2ry12
Nmu	Fpr3
Nmu	Fpr2
Nmu	Ffar2
Nmu	Ccr7
Nmu	Snta1
Nmu	Snta1
Nmu	Snta1
Nmu	Agtr2
Nmu	Drd2
Nmu	Hrh3
Nmu	Htr1f
Nmu	Tas2r107
Nmu	Tas2r106
Nmu	Tas2r104
Nmu	Tas2r105
Nmu	Tas2r114
Nmu	Ptger3
Nmu	P2ry6
Nmu	P2ry13
Nmu	Tacr1
Nmu	Gpr65
Nmu	Tas2r119
Nmu	Tas2r120
Nmu	Tas2r136
Nmu	Kiss1r
Nmu	Npsr1
Nmu	Adra2b
Nmu	Grk5
Nmu	Mtnr1b
Nmu	Drd4
Nmu	Lpar2
Nmu	F2rl1
Nmu	C5ar1
Nmu	Ffar1
Nmu	Adra1d
Nmu	Chrm1
Nmu	Bdkrb2
Nmu	Agtr1a
Nmu	Agtr1b
Nmu	Tas2r126
Nmu	Cysltr1
Nmu	Hcrtr1
Nmu	S1pr5
Nmu	Adra2c
Nmu	Lpar4
Nmu	Gna12
Nmu	Gna13
Nmu	Grm3
Nmu	Gcgr
Nmu	Fpr-rs4
Nmu	Fpr-rs7
Nmu	Fpr-rs6
Nmu	Fpr-rs3
Nmu	Chrm2
Nmu	Adcy9
Nmu	Tas2r115
Nmu	Tas2r117
Nmu	Tas2r123
Nmu	Tas2r116
Nmu	Tas2r110
Nmu	Tas2r113
Nmu	Tas2r125
Nmu	Tas2r129
Nmu	Tas2r109
Nmu	Tas2r103
Nmu	Tas2r140
Nmu	Grm8
Nmu	Npffr1
Nmu	P2ry10
Nmu	Nmbr
Nmu	P2ry2
Nmu	Cckar
Nmu	Adra2a
Nmu	Cnr2
Nmu	Ccr10
Nmu	Htr2a
Nmu	Grpr
Nmu	Gpr18
Nmu	Adora2b
Nmu	Oprk1
Nmu	Npy
Nmu	Oxtr
Nmu	Prokr2
Nmu	F2r
Nmu	Hcar2
Nmu	Sstr5
Nmu	Tas2r137
Nmu	Npy5r
Nmu	Tas2r130
Nmu	Cxcr5
Nmu	Ccr9
Nmu	Ltb4r2
Nmu	Oprl1
Nmu	Ccr3
Nmu	Galr2
Nmu	Drd3
Nmu	Chrm5
Nmu	Nmur1
Nmu	Nmur1
Nmu	Nmur1
Nmu	Nmur1
Nmu	Grm1
Nmu	Ffar3
Nmu	Tas2r139
Nmu	Ptafr
Nmu	Trhr
Nmu	Tas2r118
Nmu	Gprc6a
Nmu	Cxcl16
Nmu	Tacr3
Nmu	Nmur1
Nmu	Ptgfr
Nmu	Ackr3
Nmu	Adra1b
Nmu	Lpar1
Nmu	Grm6
Nmu	Bdkrb1
Nmu	Adcy3
Nmu	Ccr5
Nmu	Adcy6
Nmu	Ccr4
Nmu	Chrm4
Nmu	Ccr1
Nmu	Ccr1l1
Nmu	Gabbr2
Nmu	Npy2r
Nmu	Ntsr1
Nmu	Arhgef25
Nmu	S1pr4
Nmu	Tas2r108
Nmu	Gpr55
Nmu	Npy1r
Nmu	Fpr1
Nmu	Gpr4
Nmu	Gna11
Nmu	Cckbr
Nmu	Casr
Nmu	Cxcr2
Nmu	Cnr1
Nmu	Gper1
Nmu	Avpr1b
Nmu	Oxgr1
Nmu	P2ry14
Nmu	Htr2c
Nmu	Lpar5
Nmu	Tacr2
Nmu	Oprm1
Nmu	Sstr3
Nmu	Tbxa2r
Nmu	Npbwr1
Nmu	Grm2
Nmu	Hrh4
Nmu	Adra1a
Nmu	Npy4r
Nmu	App
Nodal	Acvr2b
Nodal	Acvr1b
Nodal	Cfc1
Nodal	Tdgf1
Npb	Grm8
Npb	Npy1r
Npb	Tas2r130
Npb	Ccr3
Npb	Fpr1
Npb	Adra2a
Npb	Ccr7
Npb	Ccr4
Npb	Ece1
Npb	Npbwr1
Npb	Npbwr1
Npb	Npbwr1
Npb	Agtr2
Npb	Bdkrb2
Npb	Ccr1
Npb	Ccr1l1
Npb	Oprl1
Npb	Gna12
Npb	Tas2r118
Npb	Tas2r120
Npb	Tas2r136
Npb	Npbwr1
Npb	P2ry13
Npb	Grm6
Npb	Sstr3
Npb	Gna13
Npb	Chrm2
Npb	Mchr1
Npb	Npy2r
Npb	Drd4
Npb	Pigr
Npb	Drd2
Npb	S1pr3
Npb	Gabbr2
Npb	Htr1b
Npb	S1pr5
Npb	Tas2r108
Npb	Adra2b
Npb	Adcy7
Npb	Oprm1
Npb	Ccr10
Npb	Aplnr
Npb	Drd3
Npb	Ptger3
Npb	Grm3
Npb	Adcy5
Npb	Adcy9
Npb	Npy
Npb	Oxgr1
Npb	Hcar2
Npb	Tas2r119
Npb	Ccr9
Npb	Sstr5
Npb	Gabbr1
Npb	Lpar5
Npb	Htr1a
Npb	Cxcr2
Npb	C5ar1
Npb	C3ar1
Npb	Htr5a
Npb	Cxcr5
Npb	Grm7
Npb	Grm2
Npb	Npy5r
Npb	Fpr3
Npb	Fpr2
Npb	Mtnr1b
Npb	P2ry4
Npb	Fpr-rs4
Npb	Fpr-rs7
Npb	Fpr-rs6
Npb	Fpr-rs3
Npb	Oprk1
Npb	Lpar3
Npb	Galr2
Npb	Grm4
Npb	Ccr8
Npb	Adora2b
Npb	Ccr6
Npb	Ackr3
Npb	Cnr1
Npb	Casr
Npb	Agtr1a
Npb	Agtr1b
Npb	Tas2r126
Npb	Gpr55
Npb	Adra2c
Npb	S1pr4
Npb	Hrh4
Npb	App
Npb	Cxcr6
Npb	Chrm4
Npb	Hrh3
Npb	Gpr18
Npb	Gper1
Npb	Tas2r139
Npb	Ccr5
Npb	S1pr1
Npb	Cxcl16
Npb	Lpar2
Npb	P2ry14
Npb	Htr1f
Npb	P2ry12
Npb	Ccr2
Npb	Tas2r107
Npb	Tas2r106
Npb	Tas2r104
Npb	Tas2r105
Npb	Tas2r114
Npb	Tas2r138
Npb	Tas2r121
Npb	Tas2r124
Npb	Tas2r102
Npb	Nmur1
Npb	Rxfp4
Npb	Cxcr3
Npb	Tas2r137
Npb	Tas2r115
Npb	Tas2r117
Npb	Tas2r123
Npb	Tas2r116
Npb	Tas2r110
Npb	Tas2r113
Npb	Tas2r125
Npb	Tas2r129
Npb	Tas2r109
Npb	Tas2r103
Npb	Tas2r140
Npb	Tas2r135
Npb	Lpar1
Npb	Bdkrb1
Npb	Adcy3
Npb	Cnr2
Npb	Sstr1
Npb	Adcy6
Npb	Npy4r
Npff	Chrm1
Npff	F2rl2
Npff	Prokr2
Npff	F2rl1
Npff	Kiss1r
Npff	Cckar
Npff	Gpr4
Npff	Cckbr
Npff	Npsr1
Npff	Npffr2
Npff	Gpr68
Npff	Grm3
Npff	Lpar3
Npff	Grm1
Npff	Lpar6
Npff	Ltb4r2
Npff	Grm7
Npff	Tacr2
Npff	Npffr1
Npff	Casr
Npff	Tbxa2r
Npff	Npffr1
Npff	Ntsr1
Npff	P2ry6
Npff	Arhgef25
Npff	Fpr3
Npff	Fpr2
Npff	Adra1a
Npff	F2rl3
Npff	Grpr
Npff	Opn4
Npff	Agtr2
Npff	Tacr3
Npff	Ffar1
Npff	Gprc6a
Npff	Avpr1b
Npff	Ptgfr
Npff	Ednrb
Npff	Grm6
Npff	Chrm5
Npff	Npffr2
Npff	Grm4
Npff	Adra1d
Npff	Ghsr
Npff	Bdkrb2
Npff	Agtr1a
Npff	Agtr1b
Npff	Oxtr
Npff	Trhr
Npff	Lpar4
Npff	F2r
Npff	Ednra
Npff	Grk5
Npff	Lpar1
Npff	Grm2
Npff	Bdkrb1
Npff	Nmbr
Npff	Ffar2
Npff	Lpar2
Npff	Hcrtr1
Npff	Grm8
Npff	Gpr65
Npff	P2ry10
Npff	Ffar3
Npff	Ptafr
Npff	Adra1b
Npff	Cysltr1
Npff	Tacr1
Npff	Nmur1
Npff	Htr2c
Npff	P2ry2
Npff	Ntsr2
Npff	Lpar5
Npff	Hrh1
Npff	Htr2a
Npff	Mchr1
Npff	Gna11
Npff	Htr2b
Npff	Gcgr
Nppa	Hnf4a
Nppa	Hnf4a
Nppa	Npr2
Nppa	Esr1
Nppa	Mme
Nppa	Mme
Nppa	Hnf4a
Nppa	Esr1
Nppa	Npr3
Nppa	Npr3
Nppa	Alox8
Nppa	Npr1
Nppa	Npr1
Nppa	Nr5a2
Nppa	Nr5a2
Nppa	Rorb
Nppa	Rorb
Nppa	Nr5a2
Nppa	Npr1
Nppb	Npr2
Nppb	Npr3
Nppb	Npr3
Nppb	Fap
Nppb	Dpp4
Nppb	Npr1
Nppb	Npr1
Nppc	Npr2
Nppc	Ptpn1
Nppc	Npr2
Nppc	Npr2
Nppc	Npr3
Nppc	Npr1
Nppc	Mme
Nps	F2
Nps	Ffar3
Nps	Htr2c
Nps	Tacr3
Nps	Lpar4
Nps	Htr2a
Nps	Grm3
Nps	P2ry10
Nps	Ntsr1
Nps	Gna11
Nps	Chrm1
Nps	Grm8
Nps	Cysltr1
Nps	Mc3r
Nps	Lpar1
Nps	Gnas
Nps	Gprc6a
Nps	Rxfp2
Nps	Gpbar1
Nps	Oxtr
Nps	Adra1a
Nps	Ptafr
Nps	Tshr
Nps	Casr
Nps	Bdkrb2
Nps	Ptgir
Nps	Prokr2
Nps	Npffr2
Nps	Grk5
Nps	Fpr3
Nps	Fpr2
Nps	Htr6
Nps	Cckar
Nps	Nmur1
Nps	Chrm5
Nps	Hrh2
Nps	Lpar5
Nps	Cckbr
Nps	Kiss1r
Nps	Adra1d
Nps	F2rl3
Nps	Adora2b
Nps	Avpr2
